,sigma8,Omega_cdm,Omega_b,h,n_s
28,0.8158287,0.2611634782859025,0.04922055984775034,0.6759033,0.9638163
29,0.8207436,0.2669949089494662,0.04961799914450095,0.6714110999999999,0.9625404
30,0.8177464,0.26465546251550115,0.0493071565877589,0.6737549,0.9652737
31,0.8139333,0.26371835091896617,0.049181137792580654,0.6743408,0.9650832
32,0.8115615,0.26498645610843186,0.04927488959746169,0.6731689,0.9640933
33,0.8090851,0.2626367102263298,0.04910919643938122,0.6749755999999999,0.965695
34,0.8096202,0.2627006822507749,0.049133845256242085,0.6748779,0.9654836
35,0.8078435,0.2661705898343174,0.049381503110257366,0.6717529,0.9656472
36,0.8134554,0.27025858227661825,0.049760627365795895,0.6689208999999999,0.9633481
37,0.8129724,0.2702138371055466,0.04974960256675508,0.6690186,0.9634267
38,0.8136602,0.2687189360300627,0.04963525163968048,0.6701904000000001,0.9644691
39,0.8199881,0.26309647944105363,0.049126610129414126,0.6750244000000001,0.9669152
40,0.8151725,0.2594904753595437,0.04903630857184036,0.6779053,0.9666566
41,0.810761,0.2570210742809028,0.048754894074007085,0.6798096,0.9686106
42,0.8110016,0.2574967585668434,0.048783922134874334,0.6794678000000001,0.9685141
43,0.810457,0.2575386486166268,0.048721946791782066,0.6795654,0.9689961
44,0.8150221,0.25261778853354494,0.04825521571472441,0.6835205000000001,0.9735927
45,0.7998079,0.25097892180141557,0.048106770200851,0.6843505999999999,0.9762464
